row,column,mean,p_value,source_size_proxy,source_status,pixel_x,pixel_y,visible_radius_px,visible_color,visible_mark,visible_marker,pixel_match_distance,confidence,visible_geometry_status,value_status
DC_C3_LAMP3.Treg_C3_MKI67,CD80_CD274,,,,not_supplied_for_pair,420.000,203.244,3.613,#3c83b3,dot,true,2.066,0.811,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,CTLA4_CD80,,,,not_supplied_for_pair,448.667,203.167,3.656,#225f9f,dot,true,2.073,0.811,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,CTLA4_CD86,,,,not_supplied_for_pair,477.000,203.244,3.613,#184f8a,dot,true,1.855,0.831,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,LGALS9_HAVCR2,0.664,0,1.5,official_source_mapped,505.675,203.384,12.514,#c1dbe8,circle,true,1.694,0.845,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C3_MKI67,PDCD1_CD274,,,,not_supplied_for_pair,534.317,203.171,3.613,#0c3f74,dot,true,1.893,0.827,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,PDCD1_PDCD1LG2,,,,not_supplied_for_pair,562.846,203.231,3.523,#0c3768,dot,true,1.844,0.832,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,TNF_FAS,0.635,0,1.5,official_source_mapped,591.412,203.382,12.616,#b5d5e4,circle,true,1.741,0.841,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C3_MKI67,CD27_CD70,,,,not_supplied_for_pair,620.000,203.244,3.613,#3273ab,dot,true,1.939,0.823,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,CD28_CD80,,,,not_supplied_for_pair,648.558,203.116,3.700,#184f8a,dot,true,2.154,0.803,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,CD28_CD86,,,,not_supplied_for_pair,677.000,203.244,3.613,#0c3f74,dot,true,2.229,0.796,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,CD40_TNFSF13B,0.651,0,1.5,official_source_mapped,705.725,203.355,12.628,#bcd7e6,circle,true,2.190,0.800,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C3_MKI67,CD55_ADGRE5,0.73,0,1.5,official_source_mapped,734.368,203.399,12.021,#d6dfe5,circle,true,2.264,0.793,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C3_MKI67,CD6_ALCAM,,,,not_supplied_for_pair,763.000,203.244,3.613,#0b4075,dot,true,2.497,0.772,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,CSF1_SIRPA,,,,not_supplied_for_pair,791.775,203.175,3.568,#103463,dot,true,2.570,0.765,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,TNF_ICOS,0.976,0,1.5,official_source_mapped,820.208,203.456,12.841,#f3ba9e,circle,true,2.659,0.757,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C3_MKI67,TNFSF9_TNFRSF9,0.372,0,1.5,official_source_mapped,848.805,203.406,12.828,#4f92bc,circle,true,2.859,0.739,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C3_MKI67,CCL22_CCR4,0.897,0,1.5,official_source_mapped,877.310,203.383,12.729,#f5d0bc,circle,true,3.122,0.715,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C3_MKI67,CCR4_CCL17,,,,not_supplied_for_pair,905.846,203.231,3.523,#12315a,dot,true,3.433,0.686,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,CCR6_CCL20,0.265,0,1.5,official_source_mapped,934.486,203.453,12.927,#3477ad,circle,true,3.468,0.683,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C3_MKI67,CCR7_CCL19,,,,not_supplied_for_pair,963.075,203.200,3.568,#12315a,dot,true,3.781,0.655,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,CXCL10_CXCR3,0.798,0,1.5,official_source_mapped,991.635,203.392,11.995,#e8dfd9,circle,true,3.913,0.643,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C3_MKI67,CXCR3_CCL19,,,,not_supplied_for_pair,1020.243,203.243,3.432,#12315a,dot,true,4.157,0.620,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,CXCR3_CXCL9,,,,not_supplied_for_pair,1049.000,203.244,3.613,#0b4177,dot,true,4.202,0.616,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C3_MKI67,CXCR6_CXCL16,,,,not_supplied_for_pair,1077.225,203.175,3.568,#0c3768,dot,true,4.761,0.565,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,ADORA2A_ENTPD1,,,,not_supplied_for_pair,362.930,239.279,3.700,#2e6fa9,dot,true,2.644,0.759,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,BTLA_TNFRSF14,0.389,0,1.5,official_source_mapped,391.400,239.235,12.866,#5597be,circle,true,2.503,0.771,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C2_HSPA1A,CD80_CD274,,,,not_supplied_for_pair,419.976,239.415,3.613,#3a7eb1,dot,true,2.238,0.796,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CTLA4_CD80,,,,not_supplied_for_pair,448.825,239.225,3.568,#1a538e,dot,true,2.427,0.778,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CTLA4_CD86,,,,not_supplied_for_pair,476.976,239.415,3.613,#184c86,dot,true,2.051,0.813,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,LGALS9_HAVCR2,,,,not_supplied_for_pair,505.576,239.424,3.241,#aed0e1,dot,true,2.018,0.816,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,PDCD1_CD274,,,,not_supplied_for_pair,534.243,239.432,3.432,#073a6b,dot,true,2.005,0.817,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,PDCD1_PDCD1LG2,,,,not_supplied_for_pair,562.919,239.459,3.432,#0d3665,dot,true,1.983,0.819,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,TNF_FAS,0.593,0,1.5,official_source_mapped,591.364,239.130,12.616,#a7ccdd,circle,true,2.361,0.784,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C2_HSPA1A,CD27_CD70,,,,not_supplied_for_pair,620.070,239.279,3.700,#1c5894,dot,true,2.241,0.795,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CD28_CD80,,,,not_supplied_for_pair,648.385,239.256,3.523,#0e4379,dot,true,2.441,0.777,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CD28_CD86,,,,not_supplied_for_pair,677.079,239.368,3.478,#093d70,dot,true,2.397,0.781,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CD40_TNFSF13B,,,,not_supplied_for_pair,705.943,239.343,3.338,#bbd7e6,dot,true,2.391,0.782,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CD55_ADGRE5,0.673,0,1.5,official_source_mapped,734.432,239.194,12.552,#c2dae7,circle,true,2.683,0.755,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C2_HSPA1A,CD6_ALCAM,,,,not_supplied_for_pair,763.000,239.410,3.523,#0a3f73,dot,true,2.653,0.758,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CSF1_SIRPA,,,,not_supplied_for_pair,791.694,239.361,3.385,#12315a,dot,true,2.764,0.747,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,TNF_ICOS,1.04,0,1.5,official_source_mapped,820.246,239.281,12.866,#eca586,circle,true,2.997,0.726,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C2_HSPA1A,TNFSF9_TNFRSF9,,,,not_supplied_for_pair,848.825,239.225,3.568,#387eb1,dot,true,3.198,0.708,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CCL22_CCR4,,,,not_supplied_for_pair,877.500,239.353,3.290,#f6ceb8,dot,true,3.211,0.707,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CCR4_CCL17,,,,not_supplied_for_pair,905.919,239.459,3.432,#12315a,dot,true,3.454,0.685,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CCR6_CCL20,,,,not_supplied_for_pair,934.684,239.184,3.478,#2765a2,dot,true,3.652,0.666,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CCR7_CCL19,,,,not_supplied_for_pair,963.081,239.459,3.432,#12315a,dot,true,3.834,0.650,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CXCL10_CXCR3,0.653,0,1.5,official_source_mapped,991.826,239.162,12.616,#bdd8e7,circle,true,4.047,0.630,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C2_HSPA1A,CXCR3_CCL19,,,,not_supplied_for_pair,1020.229,239.429,3.338,#12315a,dot,true,4.256,0.611,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CXCR3_CXCL9,,,,not_supplied_for_pair,1049.000,239.500,3.568,#0c4278,dot,true,4.255,0.611,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C2_HSPA1A,CXCR6_CXCL16,,,,not_supplied_for_pair,1077.216,239.324,3.432,#0e3666,dot,true,4.863,0.556,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,ADORA2A_ENTPD1,,,,not_supplied_for_pair,362.756,275.000,3.613,#2361a0,dot,true,3.121,0.715,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,BTLA_TNFRSF14,0.479,0,1.5,official_source_mapped,391.366,275.088,12.791,#7cb1cd,circle,true,2.959,0.730,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C1_SELL,CD80_CD274,,,,not_supplied_for_pair,420.000,275.000,3.432,#357aae,dot,true,2.979,0.728,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CTLA4_CD80,,,,not_supplied_for_pair,448.756,275.000,3.613,#174f88,dot,true,2.962,0.729,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CTLA4_CD86,,,,not_supplied_for_pair,477.050,275.175,3.568,#174b84,dot,true,2.670,0.756,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,LGALS9_HAVCR2,,,,not_supplied_for_pair,505.667,275.222,3.385,#a1c9db,dot,true,2.600,0.762,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,PDCD1_CD274,,,,not_supplied_for_pair,534.459,275.081,3.432,#0f3564,dot,true,2.739,0.750,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,PDCD1_PDCD1LG2,,,,not_supplied_for_pair,562.800,275.075,3.568,#0f3564,dot,true,2.750,0.749,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,TNF_FAS,0.556,0,1.5,official_source_mapped,591.425,275.091,12.653,#98c4d9,circle,true,2.756,0.748,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C1_SELL,CD27_CD70,,,,not_supplied_for_pair,620.075,275.200,3.568,#184c85,dot,true,2.680,0.755,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CD28_CD80,,,,not_supplied_for_pair,648.447,275.079,3.478,#0a3e72,dot,true,2.922,0.733,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CD28_CD86,,,,not_supplied_for_pair,677.128,275.128,3.523,#0b3c6e,dot,true,2.924,0.733,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CD40_TNFSF13B,,,,not_supplied_for_pair,706.000,275.000,3.432,#add0e1,dot,true,3.019,0.724,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CD55_ADGRE5,,,,not_supplied_for_pair,734.482,275.115,6.652,#a4cbdc,circle,true,3.049,0.721,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CD6_ALCAM,,,,not_supplied_for_pair,763.000,275.000,3.432,#0b4075,dot,true,3.292,0.699,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CSF1_SIRPA,,,,not_supplied_for_pair,791.675,275.025,3.568,#12315a,dot,true,3.342,0.695,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,TNF_ICOS,0.516,0,1.5,official_source_mapped,820.211,275.148,12.716,#89bad2,circle,true,3.403,0.689,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C1_SELL,TNFSF9_TNFRSF9,,,,not_supplied_for_pair,848.800,275.075,3.568,#2765a2,dot,true,3.598,0.671,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CCL22_CCR4,1.02,0,1.5,official_source_mapped,877.318,275.068,12.803,#edac8d,circle,true,3.797,0.653,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C1_SELL,CCR4_CCL17,,,,not_supplied_for_pair,905.921,275.053,3.478,#12315a,dot,true,3.952,0.639,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CCR6_CCL20,,,,not_supplied_for_pair,934.595,275.162,3.432,#12315a,dot,true,3.975,0.637,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CCR7_CCL19,,,,not_supplied_for_pair,963.200,275.075,3.568,#f1b698,dot,true,4.185,0.618,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CXCL10_CXCR3,0.488,0,1.5,official_source_mapped,991.736,275.098,12.766,#7fb4cf,circle,true,4.380,0.600,raster_detected_marker,official_source_mapped_and_visible
DC_C3_LAMP3.Treg_C1_SELL,CXCR3_CCL19,,,,not_supplied_for_pair,1020.211,275.158,3.478,#0c4278,dot,true,4.611,0.579,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CXCR3_CXCL9,,,,not_supplied_for_pair,1048.872,275.128,3.523,#12315a,dot,true,4.748,0.566,raster_detected_marker,visible_geometry_extracted
DC_C3_LAMP3.Treg_C1_SELL,CXCR6_CXCL16,,,,not_supplied_for_pair,1077.325,275.025,3.568,#0e3666,dot,true,5.100,0.534,raster_detected_marker,visible_geometry_extracted
