series,x,value,pixel_x,pixel_y,uncertainty_value,confidence,value_status
Mackey-Glass,323.86215865,0.73128762,469,186.0912,0.00175926,0.8848,visible_trace_observed
Mackey-Glass,324.96749025,0.71526579,470,189.2787,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,326.07282185,0.69419188,471,193.4713,0.00175926,1.0,visible_trace_observed
Mackey-Glass,327.17815345,0.68209019,472,195.8789,0.00196283,0.9022,visible_trace_observed
Mackey-Glass,328.28348505,0.67424138,473,197.4404,0.00200857,1.0,visible_trace_observed
Mackey-Glass,329.38881664,0.67445651,474,197.3976,0.00202265,0.9699,visible_trace_observed
Mackey-Glass,330.49414824,0.6885728,475,194.5892,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,331.59947984,0.71299333,476,189.7308,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,332.70481144,0.73806579,477,184.7427,0.00175926,0.979,visible_trace_observed
Mackey-Glass,333.81014304,0.7780427,478,176.7894,0.00175926,0.9334,visible_trace_observed
Mackey-Glass,334.91547464,0.81323241,479,169.7885,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,336.02080624,0.84818989,480,162.8338,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,337.12613784,0.87995307,481,156.5146,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,338.23146944,0.92262164,482,148.0258,0.00175926,0.9022,visible_trace_observed
Mackey-Glass,339.33680104,0.96221352,483,140.1491,0.00175926,0.979,visible_trace_observed
Mackey-Glass,340.44213264,1.00433119,484,131.7699,0.00175926,1.0,visible_trace_observed
Mackey-Glass,341.54746424,1.03486238,485,125.6958,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,342.65279584,1.0592241,486,120.8491,0.00175926,0.9334,visible_trace_observed
Mackey-Glass,343.75812744,1.07854579,487,117.0051,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,344.86345904,1.09596095,488,113.5404,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,345.96879064,1.11069902,489,110.6083,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,347.07412224,1.13213132,490,106.3444,0.00187788,0.9022,visible_trace_observed
Mackey-Glass,348.17945384,1.14652005,491,103.4818,0.00186029,0.979,visible_trace_observed
Mackey-Glass,349.28478544,1.15940034,492,100.9193,0.00182712,0.8848,visible_trace_observed
Mackey-Glass,350.39011704,1.16675204,493,99.4567,0.00177484,0.8259,visible_trace_observed
Mackey-Glass,351.49544863,1.17527288,494,97.7615,0.00184471,0.9022,visible_trace_observed
Mackey-Glass,352.60078023,1.17844106,495,97.1312,0.00196132,0.9185,visible_trace_observed
Mackey-Glass,353.70611183,1.17003884,496,98.8028,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,354.81144343,1.13098278,497,106.5729,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,355.91677503,1.10996063,498,110.7552,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,357.02210663,1.07893635,499,116.9274,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,358.12743823,1.04505,500,123.669,0.00175926,1.0,visible_trace_observed
Mackey-Glass,359.23276983,1.00446238,501,131.7438,0.00175926,1.0,visible_trace_observed
Mackey-Glass,360.33810143,0.96539124,502,139.5169,0.00175926,0.979,visible_trace_observed
Mackey-Glass,361.44343303,0.89904103,503,152.7171,0.00175926,0.9022,visible_trace_observed
Mackey-Glass,362.54876463,0.84818638,504,162.8345,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,363.65409623,0.80746505,505,170.9359,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,364.75942783,0.76178463,506,180.0239,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,365.86475943,0.71898537,507,188.5387,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,366.97009103,0.6792246,508,196.449,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,368.07542263,0.63648164,509,204.9526,0.00175926,0.979,visible_trace_observed
Mackey-Glass,369.18075423,0.59546728,510,213.1123,0.00175926,0.9022,visible_trace_observed
Mackey-Glass,370.28608583,0.57010931,511,218.1572,0.00175926,0.9334,visible_trace_observed
Mackey-Glass,371.39141743,0.55006632,512,222.1447,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,372.49674902,0.52971421,513,226.1937,0.00175926,1.0,visible_trace_observed
Mackey-Glass,373.60208062,0.51591407,514,228.9392,0.00175926,0.8044,visible_trace_observed
Mackey-Glass,374.70741222,0.52606651,515,226.9194,0.00175926,0.9185,visible_trace_observed
Mackey-Glass,375.81274382,0.57047222,516,218.085,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,376.91807542,0.60904222,517,210.4116,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,378.02340702,0.6453654,518,203.1852,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,379.12873862,0.67632585,519,197.0257,0.00175926,1.0,visible_trace_observed
Mackey-Glass,380.23407022,0.71722561,520,188.8888,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,381.33940182,0.7671946,521,178.9476,0.00175926,0.979,visible_trace_observed
Mackey-Glass,382.44473342,0.82442934,522,167.5609,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,383.55006502,0.85681177,523,161.1185,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,384.65539662,0.89142997,524,154.2313,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,385.76072822,0.9180164,525,148.942,0.00175926,0.947,visible_trace_observed
Mackey-Glass,386.86605982,0.93530439,526,145.5026,0.00178087,0.9699,visible_trace_observed
Mackey-Glass,387.97139142,0.94946794,527,142.6848,0.00220259,1.0,visible_trace_observed
Mackey-Glass,389.07672302,0.95542328,528,141.5,0.0025278,0.7117,visible_trace_observed
Mackey-Glass,390.18205462,0.94916685,529,142.7447,0.00244688,0.7592,visible_trace_observed
Mackey-Glass,391.28738622,0.94817061,530,142.9429,0.00236646,0.8044,visible_trace_observed
Mackey-Glass,392.39271782,0.95228175,531,142.125,0.00217093,0.9865,visible_trace_observed
Mackey-Glass,393.49804941,0.96698061,532,139.2007,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,394.60338101,0.97991569,533,136.6273,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,395.70871261,0.99963196,534,132.7048,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,396.81404421,1.01902,535,128.8476,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,397.91937581,1.03320968,536,126.0246,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,399.02470741,1.04510328,537,123.6584,0.00175926,0.947,visible_trace_observed
Mackey-Glass,400.13003901,1.06246817,538,120.2037,0.00175926,0.947,visible_trace_observed
Mackey-Glass,401.23537061,1.07569328,539,117.5726,0.00205029,0.8259,visible_trace_observed
Mackey-Glass,402.34070221,1.07667143,540,117.378,0.00202415,0.979,visible_trace_observed
Mackey-Glass,403.44603381,1.06495024,541,119.7099,0.00189849,0.9185,visible_trace_observed
Mackey-Glass,404.55136541,1.05602124,542,121.4863,0.00189146,0.8259,visible_trace_observed
Mackey-Glass,405.65669701,1.04884598,543,122.9138,0.00196886,0.8465,visible_trace_observed
Mackey-Glass,406.76202861,1.04204267,544,124.2673,0.00198193,0.9699,visible_trace_observed
Mackey-Glass,407.86736021,1.03408127,545,125.8512,0.00233831,0.9592,visible_trace_observed
Mackey-Glass,408.97269181,1.02870799,546,126.9202,0.00265447,0.8465,visible_trace_observed
Mackey-Glass,410.07802341,1.01594833,547,129.4587,0.00230262,0.9592,visible_trace_observed
Mackey-Glass,411.18335501,0.99254817,548,134.1141,0.00175926,0.8259,visible_trace_observed
Mackey-Glass,412.28868661,0.96886201,549,138.8264,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,413.39401821,0.94744831,550,143.0866,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,414.4993498,0.92456788,551,147.6386,0.00175926,1.0,visible_trace_observed
Mackey-Glass,415.6046814,0.90051077,552,152.4247,0.00175926,0.979,visible_trace_observed
Mackey-Glass,416.710013,0.86296918,553,159.8935,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,417.8153446,0.83127437,554,166.1991,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,418.9206762,0.80101259,555,172.2196,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,420.0260078,0.77744103,556,176.9091,0.00175926,0.8848,visible_trace_observed
Mackey-Glass,421.1313394,0.7544264,557,181.4878,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,422.236671,0.73932442,558,184.4923,0.00175926,1.0,visible_trace_observed
Mackey-Glass,423.3420026,0.71570661,559,189.191,0.00212368,0.9924,visible_trace_observed
Mackey-Glass,424.4473342,0.70881585,560,190.5619,0.00254992,0.7117,visible_trace_observed
Mackey-Glass,425.5526658,0.70743659,561,190.8363,0.00262783,0.9992,visible_trace_observed
Mackey-Glass,426.6579974,0.70509728,562,191.3017,0.00283492,0.7117,visible_trace_observed
Mackey-Glass,427.763329,0.71148741,563,190.0304,0.00238153,0.8465,visible_trace_observed
Mackey-Glass,428.8686606,0.72662659,564,187.0185,0.00183817,0.9992,visible_trace_observed
Mackey-Glass,429.9739922,0.74642328,565,183.08,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,431.0793238,0.7729122,566,177.8101,0.00175926,0.9185,visible_trace_observed
Mackey-Glass,432.1846554,0.81259455,567,169.9154,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,433.289987,0.8396605,568,164.5307,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,434.3953186,0.87126183,569,158.2437,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,435.5006502,0.90584786,570,151.3629,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,436.60598179,0.94079127,571,144.411,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,437.71131339,0.9865878,572,135.2999,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,438.81664499,1.02537495,573,127.5833,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,439.92197659,1.05346127,574,121.9956,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,441.02730819,1.07494886,575,117.7207,0.00175926,0.947,visible_trace_observed
Mackey-Glass,442.13263979,1.09777802,576,113.1789,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,443.23797139,1.11666844,577,109.4207,0.00175926,0.7821,visible_trace_observed
Mackey-Glass,444.34330299,1.141095,578,104.5611,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,445.44863459,1.15799093,579,101.1997,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,446.55396619,1.17199513,580,98.4136,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,447.65929779,1.1855354,581,95.7198,0.00175926,1.0,visible_trace_observed
Mackey-Glass,448.76462939,1.19420402,582,93.9952,0.00175926,0.9334,visible_trace_observed
Mackey-Glass,449.86996099,1.20116164,583,92.611,0.00189447,0.8848,visible_trace_observed
Mackey-Glass,450.97529259,1.19787132,584,93.2656,0.00175926,0.9185,visible_trace_observed
Mackey-Glass,452.08062419,1.16650222,585,99.5064,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,453.18595579,1.13872854,586,105.0319,0.00175926,0.8465,visible_trace_observed
Mackey-Glass,454.29128739,1.1110172,587,110.545,0.00175926,0.8848,visible_trace_observed
Mackey-Glass,455.39661899,1.07413005,588,117.8836,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,456.50195059,1.03978278,589,124.7169,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,457.60728218,0.98285114,590,136.0433,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,458.71261378,0.92278701,591,147.9929,0.00175926,1.0,visible_trace_observed
Mackey-Glass,459.81794538,0.87433148,592,157.633,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,460.92327698,0.8324973,593,165.9558,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,462.02860858,0.78072582,594,176.2556,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,463.13394018,0.73567069,595,185.2192,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,464.23927178,0.68914079,596,194.4762,0.00175926,1.0,visible_trace_observed
Mackey-Glass,465.34460338,0.63651833,597,204.9453,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,466.44993498,0.5994055,598,212.3288,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,467.55526658,0.56717738,599,218.7405,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,468.66059818,0.5464337,600,222.8674,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,469.76592978,0.52449574,601,227.2319,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,470.87126138,0.49886283,602,232.3315,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,471.97659298,0.50022651,603,232.0602,0.00175926,0.9022,visible_trace_observed
Mackey-Glass,473.08192458,0.53109045,604,225.9199,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,474.18725618,0.57197312,605,217.7864,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,475.29258778,0.60481598,606,211.2524,0.00175926,1.0,visible_trace_observed
Mackey-Glass,476.39791938,0.63739746,607,204.7704,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,477.50325098,0.67643291,608,197.0044,0.00175926,0.9022,visible_trace_observed
Mackey-Glass,478.60858257,0.73219841,609,185.91,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,479.71391417,0.77816233,610,176.7656,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,480.81924577,0.82240317,611,167.964,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,481.92457737,0.85821616,612,160.8391,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,483.02990897,0.88698508,613,155.1156,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,484.13524057,0.90469981,614,151.5913,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,485.24057217,0.92948074,615,146.6612,0.00246899,0.9865,visible_trace_observed
Mackey-Glass,486.34590377,0.92994519,616,146.5688,0.00250267,0.8259,visible_trace_observed
Mackey-Glass,487.45123537,0.92710474,617,147.1339,0.00234333,0.9334,visible_trace_observed
Mackey-Glass,488.55656697,0.92197222,618,148.155,0.0023368,0.9699,visible_trace_observed
Mackey-Glass,489.66189857,0.92338013,619,147.8749,0.00234585,0.9185,visible_trace_observed
Mackey-Glass,490.76723017,0.93045135,620,146.4681,0.00205079,0.9966,visible_trace_observed
Mackey-Glass,491.87256177,0.94585291,621,143.404,0.00175926,0.9334,visible_trace_observed
Mackey-Glass,492.97789337,0.96658653,622,139.2791,0.00175926,0.8848,visible_trace_observed
Mackey-Glass,494.08322497,0.99079243,623,134.4634,0.00175926,1.0,visible_trace_observed
Mackey-Glass,495.18855657,1.00138167,624,132.3567,0.00175926,0.947,visible_trace_observed
Mackey-Glass,496.29388817,1.01651431,625,129.3461,0.00175926,0.8848,visible_trace_observed
Mackey-Glass,497.39921977,1.03363743,626,125.9395,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,498.50455137,1.05203979,627,122.2784,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,499.60988296,1.07452966,628,117.8041,0.00211865,0.9966,visible_trace_observed
Mackey-Glass,500.71521456,1.07380534,629,117.9482,0.00230966,0.9022,visible_trace_observed
Mackey-Glass,501.82054616,1.07114987,630,118.4765,0.00218048,0.9992,visible_trace_observed
Mackey-Glass,502.92587776,1.06683214,631,119.3355,0.00246799,0.9924,visible_trace_observed
Mackey-Glass,504.03120936,1.06673815,632,119.3542,0.00247452,0.9592,visible_trace_observed
Mackey-Glass,505.13654096,1.06787614,633,119.1278,0.00242124,0.7117,visible_trace_observed
Mackey-Glass,506.24187256,1.07076283,634,118.5535,0.00242828,0.9966,visible_trace_observed
Mackey-Glass,507.34720416,1.06433852,635,119.8316,0.00213222,0.9185,visible_trace_observed
Mackey-Glass,508.45253576,1.05031722,636,122.6211,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,509.55786736,1.02520204,637,127.6177,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,510.66319896,1.00307759,638,132.0193,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,511.76853056,0.98247868,639,136.1174,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,512.87386216,0.95105228,640,142.3696,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,513.97919376,0.91222241,641,150.0947,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,515.08452536,0.87834058,642,156.8354,0.00175926,0.979,visible_trace_observed
Mackey-Glass,516.18985696,0.84527606,643,163.4135,0.00175926,0.8465,visible_trace_observed
Mackey-Glass,517.29518856,0.81654786,644,169.1289,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,518.40052016,0.78821624,645,174.7654,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,519.50585176,0.75907889,646,180.5622,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,520.61118336,0.72987468,647,186.3723,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,521.71651495,0.70442574,648,191.4353,0.00175926,0.9022,visible_trace_observed
Mackey-Glass,522.82184655,0.68792791,649,194.7175,0.00175926,0.947,visible_trace_observed
Mackey-Glass,523.92717815,0.67458669,650,197.3717,0.00175926,0.979,visible_trace_observed
Mackey-Glass,525.03250975,0.66530233,651,199.2188,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,526.13784135,0.65371183,652,201.5247,0.0018618,0.9992,visible_trace_observed
Mackey-Glass,527.24317295,0.65456582,653,201.3548,0.00184069,0.9966,visible_trace_observed
Mackey-Glass,528.34850455,0.69022952,654,194.2596,0.00175926,0.979,visible_trace_observed
Mackey-Glass,529.45383615,0.71803587,655,188.7276,0.00175926,1.0,visible_trace_observed
Mackey-Glass,530.55916775,0.74409452,656,183.5433,0.00175926,0.9022,visible_trace_observed
Mackey-Glass,531.66449935,0.77322735,657,177.7474,0.00175926,0.947,visible_trace_observed
Mackey-Glass,532.76983095,0.81171341,658,170.0907,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,533.87516255,0.84570984,659,163.3272,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,534.98049415,0.90363471,660,151.8032,0.00175926,0.979,visible_trace_observed
Mackey-Glass,536.08582575,0.94306524,661,143.9586,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,537.19115735,0.9779609,662,137.0162,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,538.29648895,1.00622968,663,131.3922,0.00175926,0.947,visible_trace_observed
Mackey-Glass,539.40182055,1.02819931,664,127.0214,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,540.50715215,1.05329489,665,122.0287,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,541.61248375,1.07640804,666,117.4304,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,542.71781534,1.09530852,667,113.6702,0.00186733,0.9992,visible_trace_observed
Mackey-Glass,543.82314694,1.10864019,668,111.0179,0.00192714,0.9992,visible_trace_observed
Mackey-Glass,544.92847854,1.1235004,669,108.0615,0.00185074,0.9966,visible_trace_observed
Mackey-Glass,546.03381014,1.1355086,670,105.6725,0.00175926,0.8848,visible_trace_observed
Mackey-Glass,547.13914174,1.14625817,671,103.5339,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,548.24447334,1.15556114,672,101.6831,0.00176529,0.9966,visible_trace_observed
Mackey-Glass,549.34980494,1.16531799,673,99.742,0.00187989,0.7117,visible_trace_observed
Mackey-Glass,550.45513654,1.16637958,674,99.5308,0.00190653,0.7592,visible_trace_observed
Mackey-Glass,551.56046814,1.14406362,675,103.9705,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,552.66579974,1.12192661,676,108.3746,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,553.77113134,1.09833595,677,113.0679,0.00175926,0.7821,visible_trace_observed
Mackey-Glass,554.87646294,1.0615986,678,120.3767,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,555.98179454,1.01494757,679,129.6578,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,557.08712614,0.97800915,680,137.0066,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,558.19245774,0.93382159,681,145.7976,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,559.29778934,0.88826683,682,154.8606,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,560.40312094,0.85004265,683,162.4652,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,561.50845254,0.79625505,684,173.1661,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,562.61378414,0.74635693,685,183.0932,0.00175926,1.0,visible_trace_observed
Mackey-Glass,563.71911573,0.70543757,686,191.234,0.00175926,0.947,visible_trace_observed
Mackey-Glass,564.82444733,0.67447862,687,197.3932,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,565.92977893,0.63986344,688,204.2798,0.00175926,0.9334,visible_trace_observed
Mackey-Glass,567.03511053,0.60926841,689,210.3666,0.00175926,0.9185,visible_trace_observed
Mackey-Glass,568.14044213,0.57689,690,216.8082,0.00175926,0.979,visible_trace_observed
Mackey-Glass,569.24577373,0.55644087,691,220.8765,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,570.35110533,0.53299899,692,225.5402,0.00175926,0.8661,visible_trace_observed
Mackey-Glass,571.45643693,0.53604754,693,224.9337,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,572.56176853,0.56091392,694,219.9866,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,573.66710013,0.59156172,695,213.8893,0.00175926,0.979,visible_trace_observed
Mackey-Glass,574.77243173,0.62950944,696,206.3397,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,575.87776333,0.67796296,697,196.7,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,576.98309493,0.71564077,698,189.2041,0.00175926,0.947,visible_trace_observed
Mackey-Glass,578.08842653,0.76157151,699,180.0663,0.00175926,0.9334,visible_trace_observed
Mackey-Glass,579.19375813,0.80377513,700,171.67,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,580.29908973,0.83926743,701,164.6089,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,581.40442133,0.88224513,702,156.0586,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,582.50975293,0.92411852,703,147.728,0.00175926,0.8465,visible_trace_observed
Mackey-Glass,583.61508453,0.94705474,704,143.1649,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,584.72041612,0.96263825,705,140.0646,0.00190754,0.9924,visible_trace_observed
Mackey-Glass,585.82574772,0.97501439,706,137.6024,0.00239108,0.9924,visible_trace_observed
Mackey-Glass,586.93107932,0.97631775,707,137.3431,0.0024705,0.979,visible_trace_observed
Mackey-Glass,588.03641092,0.97015683,708,138.5688,0.00250267,0.8259,visible_trace_observed
Mackey-Glass,589.14174252,0.97090979,709,138.419,0.00249865,0.8465,visible_trace_observed
Mackey-Glass,590.24707412,0.98900905,710,134.8182,0.0018045,0.9865,visible_trace_observed
Mackey-Glass,591.35240572,1.003345,711,131.9661,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,592.45773732,1.01856661,712,128.9378,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,593.56306892,1.030895,713,126.4851,0.00175926,0.8259,visible_trace_observed
Mackey-Glass,594.66840052,1.04242116,714,124.192,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,595.77373212,1.05773979,715,121.1444,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,596.87906372,1.07465884,716,117.7784,0.00175926,1.0,visible_trace_observed
Mackey-Glass,597.98439532,1.08108466,717,116.5,0.00191106,0.7117,visible_trace_observed
Mackey-Glass,599.08972692,1.07307751,718,118.093,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,600.19505852,1.06333373,719,120.0315,0.00175926,0.8465,visible_trace_observed
Mackey-Glass,601.30039012,1.05006339,720,122.6716,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,602.40572172,1.04087402,721,124.4998,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,603.51105332,1.0207672,722,128.5,0.00175926,1.0,visible_trace_observed
Mackey-Glass,604.61638492,1.00275389,723,132.0837,0.00175926,0.8848,visible_trace_observed
Mackey-Glass,605.72171651,0.99136997,724,134.3485,0.00187939,0.9992,visible_trace_observed
Mackey-Glass,606.82704811,0.97240415,725,138.1217,0.00185275,0.9992,visible_trace_observed
Mackey-Glass,607.93237971,0.9536404,726,141.8547,0.00175926,0.8259,visible_trace_observed
Mackey-Glass,609.03771131,0.93303193,727,145.9547,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,610.14304291,0.90275558,728,151.9781,0.00175926,0.9865,visible_trace_observed
Mackey-Glass,611.24837451,0.87203942,729,158.089,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,612.35370611,0.84818286,730,162.8352,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,613.45903771,0.82237804,731,167.969,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,614.56436931,0.80041595,732,172.3383,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,615.66970091,0.77575315,733,177.2449,0.00175926,0.9699,visible_trace_observed
Mackey-Glass,616.77503251,0.74533405,734,183.2967,0.00175926,0.8661,visible_trace_observed
Mackey-Glass,617.88036411,0.72295074,735,187.7498,0.00175926,0.9334,visible_trace_observed
Mackey-Glass,618.98569571,0.70747479,736,190.8287,0.00218048,0.979,visible_trace_observed
Mackey-Glass,620.09102731,0.70525058,737,191.2712,0.00227497,0.8465,visible_trace_observed
Mackey-Glass,621.19635891,0.71172817,738,189.9825,0.00206989,0.947,visible_trace_observed
Mackey-Glass,622.30169051,0.72234254,739,187.8708,0.00182661,0.9185,visible_trace_observed
Mackey-Glass,623.40702211,0.73433667,740,185.4846,0.00175926,0.9185,visible_trace_observed
Mackey-Glass,624.51235371,0.75495669,741,181.3823,0.00175926,0.8661,visible_trace_observed
Mackey-Glass,625.61768531,0.78977595,742,174.4551,0.00175926,1.0,visible_trace_observed
Mackey-Glass,626.72301691,0.81624828,743,169.1885,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,627.8283485,0.84584354,744,163.3006,0.00175926,0.9022,visible_trace_observed
Mackey-Glass,628.9336801,0.87460693,745,157.5782,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,630.0390117,0.9024932,746,152.0303,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,631.1443433,0.94082595,747,144.4041,0.00175926,0.947,visible_trace_observed
Mackey-Glass,632.2496749,0.98004135,748,136.6023,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,633.3550065,1.01053484,749,130.5357,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,634.4603381,1.03516045,750,125.6365,0.00175926,0.9592,visible_trace_observed
Mackey-Glass,635.5656697,1.06424955,751,119.8493,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,636.6710013,1.08924108,752,114.8773,0.00175926,0.9966,visible_trace_observed
Mackey-Glass,637.7763329,1.11400241,753,109.9511,0.00175926,0.9992,visible_trace_observed
Mackey-Glass,638.8816645,1.13494563,754,105.7845,0.00175926,0.8848,visible_trace_observed
Mackey-Glass,639.9869961,1.15039997,755,102.7099,0.00175926,0.947,visible_trace_observed
Mackey-Glass,641.0923277,1.16817302,756,99.174,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,642.1976593,1.18116489,757,96.5893,0.00175926,0.9924,visible_trace_observed
Mackey-Glass,643.3029909,1.19363603,758,94.1082,0.00175926,0.9022,visible_trace_observed
Mackey-Glass,644.4083225,1.20440722,759,91.9653,0.00198344,0.9992,visible_trace_observed
Mackey-Glass,645.5136541,1.20392317,760,92.0616,0.00187085,0.9699,visible_trace_observed
