kind,series,category,x,value,pixel_x,pixel_y,radius,fill,confidence,value_status,candidate_value,pixel_uncertainty,value_uncertainty,x2,y2,stroke,stroke_width,shape
point,Surface reconstruction,visible curve marker,102.5,3.58576685,1061.240496,567.0,7,#2ba3ca,0.947576,candidate_marker_centre_global_path_v0.2.0,3.58576685,1.196747,0.00156537,,,,,circle
point,Surface reconstruction,visible curve marker,105.0,3.60324482,1083.45891,553.0,7,#2ba3ca,0.947576,candidate_marker_centre_global_path_v0.2.0,3.60324482,1.20185,0.00157145,,,,,circle
point,Surface reconstruction,visible curve marker,107.5,3.62072278,1105.677324,539.0,7,#2ba3ca,0.937907,candidate_marker_centre_global_path_v0.2.0,3.62072278,1.26867,0.00165129,,,,,circle
point,Surface reconstruction,visible curve marker,110.0,3.63820074,1127.895738,525.0,7,#2ba3ca,0.922022,candidate_marker_centre_global_path_v0.2.0,3.63820074,1.386207,0.00179251,,,,,circle
point,Surface reconstruction,visible curve marker,112.5,3.65692713,1150.114152,510.0,7,#2ba3ca,0.922022,candidate_marker_centre_global_path_v0.2.0,3.65692713,1.372813,0.00177637,,,,,circle
point,Surface reconstruction,visible curve marker,115.0,3.67690194,1172.332566,494.0,7,#2ba3ca,0.928237,candidate_marker_centre_global_path_v0.2.0,3.67690194,1.306549,0.0016967,,,,,circle
point,Surface reconstruction,visible curve marker,117.5,3.66566611,1194.55098,503.0,7,#2ba3ca,0.948077,candidate_marker_centre_global_path_v0.2.0,3.66566611,1.393746,0.0018016,,,,,circle
point,Surface reconstruction,visible curve marker,120.0,3.64693972,1216.769394,518.0,7,#2ba3ca,0.942352,candidate_marker_centre_global_path_v0.2.0,3.64693972,1.527525,0.00196338,,,,,circle
point,Surface reconstruction,visible curve marker,122.5,3.62821333,1238.987808,533.0,7,#2ba3ca,0.947887,candidate_marker_centre_global_path_v0.2.0,3.62821333,1.47196,0.00189607,,,,,circle
point,Surface reconstruction,visible curve marker,125.0,3.61073537,1261.206222,547.0,7,#2ba3ca,0.94214,candidate_marker_centre_global_path_v0.2.0,3.61073537,1.555556,0.00199739,,,,,circle
point,Surface reconstruction,visible curve marker,127.5,3.59325741,1283.424636,561.0,7,#2ba3ca,0.941726,candidate_marker_centre_global_path_v0.2.0,3.59325741,1.555556,0.00199739,,,,,circle
point,Surface reconstruction,visible curve marker,130.0,3.57515523,1305.64305,575.5,7,#2ba3ca,0.911411,candidate_marker_centre_global_path_v0.2.0,3.57515523,1.778002,0.00226832,,,,,circle
point,Surface reconstruction,visible curve marker,132.5,3.55705306,1327.861464,590.0,7,#2ba3ca,0.900792,candidate_marker_centre_global_path_v0.2.0,3.55705306,1.600189,0.0020516,,,,,circle
point,Surface reconstruction,visible curve marker,135.0,3.5395751,1350.079878,604.0,7,#2ba3ca,0.90001,candidate_marker_centre_global_path_v0.2.0,3.5395751,1.625,0.00208178,,,,,circle
point,Surface reconstruction,visible curve marker,137.5,3.52209714,1372.298292,618.0,7,#2ba3ca,0.895086,candidate_marker_centre_global_path_v0.2.0,3.52209714,1.736486,0.00221763,,,,,circle
line,Surface reconstruction,visible marker connection,0.0,visible path between extracted markers,150.285522,630.0,,none,,connection_of_authorized_visible_markers,,,,172.503936,647.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,2.5,visible path between extracted markers,172.503936,647.0,,none,,connection_of_authorized_visible_markers,,,,194.72235,660.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,5.0,visible path between extracted markers,194.72235,660.0,,none,,connection_of_authorized_visible_markers,,,,216.940764,673.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,7.5,visible path between extracted markers,216.940764,673.0,,none,,connection_of_authorized_visible_markers,,,,239.159178,686.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,10.0,visible path between extracted markers,239.159178,686.0,,none,,connection_of_authorized_visible_markers,,,,261.377592,697.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,12.5,visible path between extracted markers,261.377592,697.0,,none,,connection_of_authorized_visible_markers,,,,283.596006,707.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,15.0,visible path between extracted markers,283.596006,707.0,,none,,connection_of_authorized_visible_markers,,,,305.81442,716.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,17.5,visible path between extracted markers,305.81442,716.0,,none,,connection_of_authorized_visible_markers,,,,328.032834,724.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,20.0,visible path between extracted markers,328.032834,724.0,,none,,connection_of_authorized_visible_markers,,,,350.251248,730.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,22.5,visible path between extracted markers,350.251248,730.0,,none,,connection_of_authorized_visible_markers,,,,372.469662,736.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,25.0,visible path between extracted markers,372.469662,736.0,,none,,connection_of_authorized_visible_markers,,,,394.688076,741.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,27.5,visible path between extracted markers,394.688076,741.0,,none,,connection_of_authorized_visible_markers,,,,416.90649,744.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,30.0,visible path between extracted markers,416.90649,744.0,,none,,connection_of_authorized_visible_markers,,,,439.124904,748.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,32.5,visible path between extracted markers,439.124904,748.0,,none,,connection_of_authorized_visible_markers,,,,461.343318,751.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,35.0,visible path between extracted markers,461.343318,751.0,,none,,connection_of_authorized_visible_markers,,,,483.561732,754.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,37.5,visible path between extracted markers,483.561732,754.0,,none,,connection_of_authorized_visible_markers,,,,505.780146,756.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,40.0,visible path between extracted markers,505.780146,756.0,,none,,connection_of_authorized_visible_markers,,,,527.99856,757.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,42.5,visible path between extracted markers,527.99856,757.0,,none,,connection_of_authorized_visible_markers,,,,550.216974,758.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,45.0,visible path between extracted markers,550.216974,758.0,,none,,connection_of_authorized_visible_markers,,,,572.435388,758.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,47.5,visible path between extracted markers,572.435388,758.0,,none,,connection_of_authorized_visible_markers,,,,594.653802,757.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,50.0,visible path between extracted markers,594.653802,757.0,,none,,connection_of_authorized_visible_markers,,,,616.872216,755.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,52.5,visible path between extracted markers,616.872216,755.0,,none,,connection_of_authorized_visible_markers,,,,639.09063,752.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,55.0,visible path between extracted markers,639.09063,752.0,,none,,connection_of_authorized_visible_markers,,,,661.309044,749.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,57.5,visible path between extracted markers,661.309044,749.0,,none,,connection_of_authorized_visible_markers,,,,683.527458,746.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,60.0,visible path between extracted markers,683.527458,746.0,,none,,connection_of_authorized_visible_markers,,,,705.745872,742.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,62.5,visible path between extracted markers,705.745872,742.0,,none,,connection_of_authorized_visible_markers,,,,727.964286,738.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,65.0,visible path between extracted markers,727.964286,738.0,,none,,connection_of_authorized_visible_markers,,,,750.1827,733.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,67.5,visible path between extracted markers,750.1827,733.0,,none,,connection_of_authorized_visible_markers,,,,772.401114,727.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,70.0,visible path between extracted markers,772.401114,727.0,,none,,connection_of_authorized_visible_markers,,,,794.619528,720.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,72.5,visible path between extracted markers,794.619528,720.0,,none,,connection_of_authorized_visible_markers,,,,816.837942,711.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,75.0,visible path between extracted markers,816.837942,711.0,,none,,connection_of_authorized_visible_markers,,,,839.056356,701.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,77.5,visible path between extracted markers,839.056356,701.0,,none,,connection_of_authorized_visible_markers,,,,861.27477,690.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,80.0,visible path between extracted markers,861.27477,690.0,,none,,connection_of_authorized_visible_markers,,,,883.493184,678.5,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,82.5,visible path between extracted markers,883.493184,678.5,,none,,connection_of_authorized_visible_markers,,,,905.711598,666.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,85.0,visible path between extracted markers,905.711598,666.0,,none,,connection_of_authorized_visible_markers,,,,927.930012,653.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,87.5,visible path between extracted markers,927.930012,653.0,,none,,connection_of_authorized_visible_markers,,,,950.148426,639.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,90.0,visible path between extracted markers,950.148426,639.0,,none,,connection_of_authorized_visible_markers,,,,972.36684,625.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,92.5,visible path between extracted markers,972.36684,625.0,,none,,connection_of_authorized_visible_markers,,,,994.585254,610.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,95.0,visible path between extracted markers,994.585254,610.0,,none,,connection_of_authorized_visible_markers,,,,1016.803668,596.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,97.5,visible path between extracted markers,1016.803668,596.0,,none,,connection_of_authorized_visible_markers,,,,1039.022082,581.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,100.0,visible path between extracted markers,1039.022082,581.0,,none,,connection_of_authorized_visible_markers,,,,1061.240496,567.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,102.5,visible path between extracted markers,1061.240496,567.0,,none,,connection_of_authorized_visible_markers,,,,1083.45891,553.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,105.0,visible path between extracted markers,1083.45891,553.0,,none,,connection_of_authorized_visible_markers,,,,1105.677324,539.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,107.5,visible path between extracted markers,1105.677324,539.0,,none,,connection_of_authorized_visible_markers,,,,1127.895738,525.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,110.0,visible path between extracted markers,1127.895738,525.0,,none,,connection_of_authorized_visible_markers,,,,1150.114152,510.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,112.5,visible path between extracted markers,1150.114152,510.0,,none,,connection_of_authorized_visible_markers,,,,1172.332566,494.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,115.0,visible path between extracted markers,1172.332566,494.0,,none,,connection_of_authorized_visible_markers,,,,1194.55098,503.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,117.5,visible path between extracted markers,1194.55098,503.0,,none,,connection_of_authorized_visible_markers,,,,1216.769394,518.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,120.0,visible path between extracted markers,1216.769394,518.0,,none,,connection_of_authorized_visible_markers,,,,1238.987808,533.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,122.5,visible path between extracted markers,1238.987808,533.0,,none,,connection_of_authorized_visible_markers,,,,1261.206222,547.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,125.0,visible path between extracted markers,1261.206222,547.0,,none,,connection_of_authorized_visible_markers,,,,1283.424636,561.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,127.5,visible path between extracted markers,1283.424636,561.0,,none,,connection_of_authorized_visible_markers,,,,1305.64305,575.5,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,130.0,visible path between extracted markers,1305.64305,575.5,,none,,connection_of_authorized_visible_markers,,,,1327.861464,590.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,132.5,visible path between extracted markers,1327.861464,590.0,,none,,connection_of_authorized_visible_markers,,,,1350.079878,604.0,#2ba3ca,2,line
line,Surface reconstruction,visible marker connection,135.0,visible path between extracted markers,1350.079878,604.0,,none,,connection_of_authorized_visible_markers,,,,1372.298292,618.0,#2ba3ca,2,line
point,Rigid,visible curve marker,0.0,3.46554312,150.285522,1024.0,7,#808080,0.922022,candidate_marker_centre_global_path_v0.2.0,3.46554312,1.414214,0.00177436,,,,,circle
point,Rigid,visible curve marker,2.5,3.45555562,172.503936,1032.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.45555562,1.328821,0.00166832,,,,,circle
point,Rigid,visible curve marker,5.0,3.44556812,194.72235,1040.0,7,#808080,0.990714,candidate_marker_centre_global_path_v0.2.0,3.44556812,1.322876,0.00166094,,,,,circle
point,Rigid,visible curve marker,7.5,3.43558062,216.940764,1048.0,7,#808080,1.0,candidate_marker_centre_global_path_v0.2.0,3.43558062,1.305507,0.00163938,,,,,circle
point,Rigid,visible curve marker,10.0,3.42559312,239.159178,1056.0,7,#808080,1.0,candidate_marker_centre_global_path_v0.2.0,3.42559312,1.31122,0.00164647,,,,,circle
point,Rigid,visible curve marker,12.5,3.4181025,261.377592,1062.0,7,#808080,1.0,candidate_marker_centre_global_path_v0.2.0,3.4181025,1.305507,0.00163938,,,,,circle
point,Rigid,visible curve marker,15.0,3.40936344,283.596006,1069.0,7,#808080,0.950154,candidate_marker_centre_global_path_v0.2.0,3.40936344,1.149049,0.00144534,,,,,circle
point,Rigid,visible curve marker,17.5,3.40187281,305.81442,1075.0,7,#808080,0.991333,candidate_marker_centre_global_path_v0.2.0,3.40187281,1.232631,0.00154896,,,,,circle
point,Rigid,visible curve marker,20.0,3.39563062,328.032834,1080.0,7,#808080,0.991333,candidate_marker_centre_global_path_v0.2.0,3.39563062,1.232631,0.00154896,,,,,circle
point,Rigid,visible curve marker,22.5,3.38938844,350.251248,1085.0,7,#808080,0.991333,candidate_marker_centre_global_path_v0.2.0,3.38938844,1.232631,0.00154896,,,,,circle
point,Rigid,visible curve marker,25.0,3.38314625,372.469662,1090.0,7,#808080,0.951202,candidate_marker_centre_global_path_v0.2.0,3.38314625,1.209416,0.00152017,,,,,circle
point,Rigid,visible curve marker,27.5,3.3781525,394.688076,1094.0,7,#808080,0.944732,candidate_marker_centre_global_path_v0.2.0,3.3781525,1.166667,0.00146717,,,,,circle
point,Rigid,visible curve marker,30.0,3.37440719,416.90649,1097.0,7,#808080,0.957245,candidate_marker_centre_global_path_v0.2.0,3.37440719,1.106633,0.0013928,,,,,circle
point,Rigid,visible curve marker,32.5,3.37066187,439.124904,1100.0,7,#808080,0.937338,candidate_marker_centre_global_path_v0.2.0,3.37066187,1.102646,0.00138786,,,,,circle
point,Rigid,visible curve marker,35.0,3.368165,461.343318,1102.0,7,#808080,0.944732,candidate_marker_centre_global_path_v0.2.0,3.368165,1.150793,0.0014475,,,,,circle
point,Rigid,visible curve marker,37.5,3.36441969,483.561732,1105.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.36441969,1.13555,0.00142861,,,,,circle
point,Rigid,visible curve marker,40.0,3.36317125,505.780146,1106.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.36317125,1.146925,0.00144271,,,,,circle
point,Rigid,visible curve marker,42.5,3.36192281,527.99856,1107.0,7,#808080,0.957935,candidate_marker_centre_global_path_v0.2.0,3.36192281,1.057925,0.0013325,,,,,circle
point,Rigid,visible curve marker,45.0,3.36067437,550.216974,1108.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.36067437,1.128152,0.00141945,,,,,circle
point,Rigid,visible curve marker,47.5,3.36067437,572.435388,1108.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.36067437,1.128152,0.00141945,,,,,circle
point,Rigid,visible curve marker,50.0,3.36192281,594.653802,1107.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.36192281,1.131833,0.00142401,,,,,circle
point,Rigid,visible curve marker,52.5,3.36317125,616.872216,1106.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.36317125,1.128152,0.00141945,,,,,circle
point,Rigid,visible curve marker,55.0,3.36441969,639.09063,1105.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.36441969,1.143095,0.00143796,,,,,circle
point,Rigid,visible curve marker,57.5,3.368165,661.309044,1102.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.368165,1.124507,0.00141494,,,,,circle
point,Rigid,visible curve marker,60.0,3.37066187,683.527458,1100.0,7,#808080,0.957935,candidate_marker_centre_global_path_v0.2.0,3.37066187,1.061446,0.00133686,,,,,circle
point,Rigid,visible curve marker,62.5,3.37440719,705.745872,1097.0,7,#808080,0.957935,candidate_marker_centre_global_path_v0.2.0,3.37440719,1.068593,0.0013457,,,,,circle
point,Rigid,visible curve marker,65.0,3.3781525,727.964286,1094.0,7,#808080,0.957935,candidate_marker_centre_global_path_v0.2.0,3.3781525,1.139304,0.00143327,,,,,circle
point,Rigid,visible curve marker,67.5,3.38314625,750.1827,1090.0,7,#808080,0.957935,candidate_marker_centre_global_path_v0.2.0,3.38314625,1.143095,0.00143796,,,,,circle
point,Rigid,visible curve marker,70.0,3.38938844,772.401114,1085.0,7,#808080,0.957935,candidate_marker_centre_global_path_v0.2.0,3.38938844,1.158648,0.00145724,,,,,circle
point,Rigid,visible curve marker,72.5,3.39563062,794.619528,1080.0,7,#808080,0.957935,candidate_marker_centre_global_path_v0.2.0,3.39563062,1.146925,0.00144271,,,,,circle
point,Rigid,visible curve marker,75.0,3.40187281,816.837942,1075.0,7,#808080,0.957935,candidate_marker_centre_global_path_v0.2.0,3.40187281,1.146925,0.00144271,,,,,circle
point,Rigid,visible curve marker,77.5,3.40936344,839.056356,1069.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.40936344,1.079591,0.00135932,,,,,circle
point,Rigid,visible curve marker,80.0,3.4181025,861.27477,1062.0,7,#808080,0.957935,candidate_marker_centre_global_path_v0.2.0,3.4181025,1.162637,0.00146218,,,,,circle
point,Rigid,visible curve marker,82.5,3.42559312,883.493184,1056.0,7,#808080,0.957935,candidate_marker_centre_global_path_v0.2.0,3.42559312,1.150793,0.0014475,,,,,circle
point,Rigid,visible curve marker,85.0,3.43558062,905.711598,1048.0,7,#808080,0.944732,candidate_marker_centre_global_path_v0.2.0,3.43558062,1.183216,0.00148768,,,,,circle
point,Rigid,visible curve marker,87.5,3.44556812,927.930012,1040.0,7,#808080,0.944732,candidate_marker_centre_global_path_v0.2.0,3.44556812,1.174854,0.00147732,,,,,circle
point,Rigid,visible curve marker,90.0,3.45555562,950.148426,1032.0,7,#808080,0.944732,candidate_marker_centre_global_path_v0.2.0,3.45555562,1.183216,0.00148768,,,,,circle
point,Rigid,visible curve marker,92.5,3.46554312,972.36684,1024.0,7,#808080,0.944732,candidate_marker_centre_global_path_v0.2.0,3.46554312,1.187465,0.00149295,,,,,circle
point,Rigid,visible curve marker,95.0,3.47677906,994.585254,1015.0,7,#808080,0.944468,candidate_marker_centre_global_path_v0.2.0,3.47677906,1.3598,0.00170678,,,,,circle
point,Rigid,visible curve marker,97.5,3.48926344,1016.803668,1005.0,7,#808080,0.943345,candidate_marker_centre_global_path_v0.2.0,3.48926344,1.162755,0.00146232,,,,,circle
point,Rigid,visible curve marker,100.0,3.50174781,1039.022082,995.0,7,#808080,0.959058,candidate_marker_centre_global_path_v0.2.0,3.50174781,1.341641,0.00168423,,,,,circle
point,Rigid,visible curve marker,102.5,3.51548063,1061.240496,984.0,7,#808080,0.951202,candidate_marker_centre_global_path_v0.2.0,3.51548063,1.262337,0.00158581,,,,,circle
point,Rigid,visible curve marker,105.0,3.52921344,1083.45891,973.0,7,#808080,0.951202,candidate_marker_centre_global_path_v0.2.0,3.52921344,1.257237,0.00157948,,,,,circle
point,Rigid,visible curve marker,107.5,3.54294625,1105.677324,962.0,7,#808080,0.966914,candidate_marker_centre_global_path_v0.2.0,3.54294625,1.392715,0.00174766,,,,,circle
point,Rigid,visible curve marker,110.0,3.5579275,1127.895738,950.0,7,#808080,0.963003,candidate_marker_centre_global_path_v0.2.0,3.5579275,1.436739,0.00180235,,,,,circle
point,Rigid,visible curve marker,112.5,3.57290875,1150.114152,938.0,7,#808080,0.964121,candidate_marker_centre_global_path_v0.2.0,3.57290875,1.430194,0.00179422,,,,,circle
point,Rigid,visible curve marker,115.0,3.58789,1172.332566,926.0,7,#808080,0.961886,candidate_marker_centre_global_path_v0.2.0,3.58789,1.443376,0.00181059,,,,,circle
point,Rigid,visible curve marker,117.5,3.57166031,1194.55098,939.0,7,#808080,0.988035,candidate_marker_centre_global_path_v0.2.0,3.57166031,1.47573,0.0018508,,,,,circle
point,Rigid,visible curve marker,120.0,3.55667906,1216.769394,951.0,7,#808080,0.972539,candidate_marker_centre_global_path_v0.2.0,3.55667906,1.572427,0.001971,,,,,circle
point,Rigid,visible curve marker,122.5,3.54169781,1238.987808,963.0,7,#808080,0.888396,candidate_marker_centre_global_path_v0.2.0,3.54169781,2.0,0.00250311,,,,,circle
point,Rigid,visible curve marker,125.0,3.52734078,1261.206222,974.5,7,#808080,0.883467,candidate_marker_centre_global_path_v0.2.0,3.52734078,2.0,0.00250311,,,,,circle
point,Rigid,visible curve marker,127.5,3.51423219,1283.424636,985.0,7,#808080,0.883467,candidate_marker_centre_global_path_v0.2.0,3.51423219,2.0,0.00250311,,,,,circle
point,Rigid,visible curve marker,130.0,3.49925094,1305.64305,997.0,7,#808080,0.875161,candidate_marker_centre_global_path_v0.2.0,3.49925094,2.0,0.00250311,,,,,circle
point,Rigid,visible curve marker,132.5,3.488015,1327.861464,1006.0,7,#808080,0.883704,candidate_marker_centre_global_path_v0.2.0,3.488015,1.532065,0.00192082,,,,,circle
point,Rigid,visible curve marker,135.0,3.47428219,1350.079878,1017.0,7,#808080,0.879295,candidate_marker_centre_global_path_v0.2.0,3.47428219,2.0,0.00250311,,,,,circle
point,Rigid,visible curve marker,137.5,3.46554312,1372.298292,1024.0,7,#808080,0.941423,candidate_marker_centre_global_path_v0.2.0,3.46554312,1.576482,0.00197604,,,,,circle
line,Rigid,visible marker connection,0.0,visible path between extracted markers,150.285522,1024.0,,none,,connection_of_authorized_visible_markers,,,,172.503936,1032.0,#808080,2,line
line,Rigid,visible marker connection,2.5,visible path between extracted markers,172.503936,1032.0,,none,,connection_of_authorized_visible_markers,,,,194.72235,1040.0,#808080,2,line
line,Rigid,visible marker connection,5.0,visible path between extracted markers,194.72235,1040.0,,none,,connection_of_authorized_visible_markers,,,,216.940764,1048.0,#808080,2,line
line,Rigid,visible marker connection,7.5,visible path between extracted markers,216.940764,1048.0,,none,,connection_of_authorized_visible_markers,,,,239.159178,1056.0,#808080,2,line
line,Rigid,visible marker connection,10.0,visible path between extracted markers,239.159178,1056.0,,none,,connection_of_authorized_visible_markers,,,,261.377592,1062.0,#808080,2,line
line,Rigid,visible marker connection,12.5,visible path between extracted markers,261.377592,1062.0,,none,,connection_of_authorized_visible_markers,,,,283.596006,1069.0,#808080,2,line
line,Rigid,visible marker connection,15.0,visible path between extracted markers,283.596006,1069.0,,none,,connection_of_authorized_visible_markers,,,,305.81442,1075.0,#808080,2,line
line,Rigid,visible marker connection,17.5,visible path between extracted markers,305.81442,1075.0,,none,,connection_of_authorized_visible_markers,,,,328.032834,1080.0,#808080,2,line
line,Rigid,visible marker connection,20.0,visible path between extracted markers,328.032834,1080.0,,none,,connection_of_authorized_visible_markers,,,,350.251248,1085.0,#808080,2,line
line,Rigid,visible marker connection,22.5,visible path between extracted markers,350.251248,1085.0,,none,,connection_of_authorized_visible_markers,,,,372.469662,1090.0,#808080,2,line
line,Rigid,visible marker connection,25.0,visible path between extracted markers,372.469662,1090.0,,none,,connection_of_authorized_visible_markers,,,,394.688076,1094.0,#808080,2,line
line,Rigid,visible marker connection,27.5,visible path between extracted markers,394.688076,1094.0,,none,,connection_of_authorized_visible_markers,,,,416.90649,1097.0,#808080,2,line
line,Rigid,visible marker connection,30.0,visible path between extracted markers,416.90649,1097.0,,none,,connection_of_authorized_visible_markers,,,,439.124904,1100.0,#808080,2,line
line,Rigid,visible marker connection,32.5,visible path between extracted markers,439.124904,1100.0,,none,,connection_of_authorized_visible_markers,,,,461.343318,1102.0,#808080,2,line
line,Rigid,visible marker connection,35.0,visible path between extracted markers,461.343318,1102.0,,none,,connection_of_authorized_visible_markers,,,,483.561732,1105.0,#808080,2,line
line,Rigid,visible marker connection,37.5,visible path between extracted markers,483.561732,1105.0,,none,,connection_of_authorized_visible_markers,,,,505.780146,1106.0,#808080,2,line
line,Rigid,visible marker connection,40.0,visible path between extracted markers,505.780146,1106.0,,none,,connection_of_authorized_visible_markers,,,,527.99856,1107.0,#808080,2,line
line,Rigid,visible marker connection,42.5,visible path between extracted markers,527.99856,1107.0,,none,,connection_of_authorized_visible_markers,,,,550.216974,1108.0,#808080,2,line
line,Rigid,visible marker connection,45.0,visible path between extracted markers,550.216974,1108.0,,none,,connection_of_authorized_visible_markers,,,,572.435388,1108.0,#808080,2,line
line,Rigid,visible marker connection,47.5,visible path between extracted markers,572.435388,1108.0,,none,,connection_of_authorized_visible_markers,,,,594.653802,1107.0,#808080,2,line
line,Rigid,visible marker connection,50.0,visible path between extracted markers,594.653802,1107.0,,none,,connection_of_authorized_visible_markers,,,,616.872216,1106.0,#808080,2,line
line,Rigid,visible marker connection,52.5,visible path between extracted markers,616.872216,1106.0,,none,,connection_of_authorized_visible_markers,,,,639.09063,1105.0,#808080,2,line
line,Rigid,visible marker connection,55.0,visible path between extracted markers,639.09063,1105.0,,none,,connection_of_authorized_visible_markers,,,,661.309044,1102.0,#808080,2,line
line,Rigid,visible marker connection,57.5,visible path between extracted markers,661.309044,1102.0,,none,,connection_of_authorized_visible_markers,,,,683.527458,1100.0,#808080,2,line
line,Rigid,visible marker connection,60.0,visible path between extracted markers,683.527458,1100.0,,none,,connection_of_authorized_visible_markers,,,,705.745872,1097.0,#808080,2,line
line,Rigid,visible marker connection,62.5,visible path between extracted markers,705.745872,1097.0,,none,,connection_of_authorized_visible_markers,,,,727.964286,1094.0,#808080,2,line
line,Rigid,visible marker connection,65.0,visible path between extracted markers,727.964286,1094.0,,none,,connection_of_authorized_visible_markers,,,,750.1827,1090.0,#808080,2,line
line,Rigid,visible marker connection,67.5,visible path between extracted markers,750.1827,1090.0,,none,,connection_of_authorized_visible_markers,,,,772.401114,1085.0,#808080,2,line
line,Rigid,visible marker connection,70.0,visible path between extracted markers,772.401114,1085.0,,none,,connection_of_authorized_visible_markers,,,,794.619528,1080.0,#808080,2,line
line,Rigid,visible marker connection,72.5,visible path between extracted markers,794.619528,1080.0,,none,,connection_of_authorized_visible_markers,,,,816.837942,1075.0,#808080,2,line
line,Rigid,visible marker connection,75.0,visible path between extracted markers,816.837942,1075.0,,none,,connection_of_authorized_visible_markers,,,,839.056356,1069.0,#808080,2,line
line,Rigid,visible marker connection,77.5,visible path between extracted markers,839.056356,1069.0,,none,,connection_of_authorized_visible_markers,,,,861.27477,1062.0,#808080,2,line
line,Rigid,visible marker connection,80.0,visible path between extracted markers,861.27477,1062.0,,none,,connection_of_authorized_visible_markers,,,,883.493184,1056.0,#808080,2,line
line,Rigid,visible marker connection,82.5,visible path between extracted markers,883.493184,1056.0,,none,,connection_of_authorized_visible_markers,,,,905.711598,1048.0,#808080,2,line
line,Rigid,visible marker connection,85.0,visible path between extracted markers,905.711598,1048.0,,none,,connection_of_authorized_visible_markers,,,,927.930012,1040.0,#808080,2,line
